id,name,phone,address,lat,lng,category,status,source
"xe247_1776744983484_69","Sửa xe Huỳnh Quang","332762155","68 Cầu Vồng,Cổ Nhuế, Đức Thắng,Bắc Từ Liêm,Hà Nội",21.0710874,105.7770521,"repair","pending","osm"
"xe247_1776744983484_70","Trung tâm sửa chữa ô tô và máy công trình Hoang Phú An","","",20.9655578,105.8831564,"repair","pending","osm"
"xe247_1776744983484_71","Huy Motor","","",21.0485426,105.8071864,"repair","pending","osm"
"xe247_1776744983484_72","Việt Thái Motor","","",21.0483692,105.8084049,"repair","pending","osm"
"xe247_1776744983484_73","Tiệm sửa xe Mạnh Huấn","","",21.048069,105.8099787,"repair","pending","osm"
"xe247_1776744983484_74","Chưa có tên","","43, Ngõ 61 Phạm Tuấn Tài, Quận Bắc Từ Liêm, Hà Nội",21.0451909,105.784651,"repair","pending","osm"
"xe247_1776744983484_75","Jaguar Land Rover Studio Hanoi","","",21.0248828,105.85328,"repair","pending","osm"
"xe247_1776744983485_76","VinFast","","8, Đường Phạm Hùng, Cầu Giấy, Hà Nội",21.0336177,105.7795912,"repair","pending","osm"
"xe247_1776744983485_77","VinFast","","",20.9933776,105.9601111,"repair","pending","osm"
"xe247_1776744983485_78","VinFast","","",21.0038247,105.634286,"repair","pending","osm"
"xe247_1776744983485_79","VinFast","","166, Đường Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",21.0716227,105.784862,"repair","pending","osm"
"xe247_1776744983485_80","VinFast","","",21.0066229,105.7955875,"repair","pending","osm"
"xe247_1776744983485_81","VinFast","","948, Đường Quang Trung, Hà Đông, Hà Nội",20.9525789,105.7514049,"repair","pending","osm"
"xe247_1776744983485_82","Mazda","","",20.9528342,105.7517266,"repair","pending","osm"
"xe247_1776744983485_83","VinFast","","",21.0508683,105.9164719,"repair","pending","osm"
"xe247_1776744983485_84","VinFast","","68, Phố Trịnh Văn Bô, Nam Từ Liêm, Hà Nội",21.0403255,105.7409573,"repair","pending","osm"
"xe247_1776744983485_85","Chưa có tên","","192, Ngõ Xã Đàn 2, Đống Đa, Hà Nội",21.0130136,105.8321012,"repair","pending","osm"
"xe247_1776744983485_86","Tuấn Lốp","","",21.0486743,105.7818186,"repair","pending","osm"
"xe247_1776744983485_87","BMW","","643, Đường Phạm Văn Đồng, Quận Bắc Từ Liêm, Hà Nội",21.0498239,105.7820214,"repair","pending","osm"
"xe247_1776744983485_88","Sửa xe máy Tiến Mạnh","","38, Ngõ 643 Phạm Văn Đồng, Quận Bắc Từ Liêm, Hà Nội",21.0497216,105.7830527,"repair","pending","osm"
"xe247_1776744983485_89","Chưa có tên","","103, Ngõ Xã Đàn 2, Đống Đa, Hà Nội",21.0158424,105.8310007,"repair","pending","osm"
"xe247_1776744983485_90","Chưa có tên","","",21.0175222,105.8314432,"repair","pending","osm"
"xe247_1776744983485_91","Hùng Huế Motor","","",21.0659575,105.8966295,"repair","pending","osm"
"xe247_1776744983485_92","Cường Minh","","22, Phố Tô Hiến Thành, Hai Bà Trưng, Hà Nội",21.0136487,105.8506465,"repair","pending","osm"
"xe247_1776744983485_93","Tuấn Thành Motor","","18, Phố Phạm Tuấn Tài, Quận Cầu Giấy, Hà Nội",21.0425392,105.7863205,"repair","pending","osm"
"xe247_1776744983485_94","VGA Mobicar","+84939031290","126P, Đường Tam Trinh, Hoàng Mai, Hà Nội",20.9703325,105.8669002,"repair","pending","osm"
"xe247_1776744983485_95","Xưởng dịch vụ Xe máy điện VinFast CarOn Hoàng Quốc Việt","","455, Đường Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",21.0459006,105.7851346,"repair","pending","osm"
"xe247_1776744983485_96","Hải Khuê Auto","","21, Đường Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",21.0450016,105.7846679,"repair","pending","osm"
"xe247_1776744983485_97","Sửa chữa Hưng Thịnh","","54, Phố Đặng Thùy Trâm, Quận Cầu Giấy, Hà Nội",21.0436264,105.7859939,"repair","pending","osm"
"xe247_1776744983485_98","ROCK CAR","","133, Đường Nguyễn Phong Sắc, Quận Cầu Giấy, Hà Nội",21.0433472,105.7899706,"repair","pending","osm"
"xe247_1776744983485_99","Điều hoà Tuấn Nghĩa","+84914250865","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433538,105.78941,"repair","pending","osm"
"xe247_1776744983485_100","Đình Thương Motorbikes","","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433548,105.7894944,"repair","pending","osm"
"xe247_1776744983485_101","Công nghệ Auto","+84904445413","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433514,105.7897351,"repair","pending","osm"
"xe247_1776744983485_102","Công nghệ Auto","+84904445413","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433501,105.7886252,"repair","pending","osm"
"xe247_1776744983485_103","Đức Thịnh 79","","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433536,105.7889731,"repair","pending","osm"
"xe247_1776744983485_104","Tuấn Loan Auto Thăng Long","","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433508,105.789097,"repair","pending","osm"
"xe247_1776744983485_105","Garage TCT","","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433558,105.788085,"repair","pending","osm"
"xe247_1776744983485_106","Xe máy Công Bằng","","Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0433563,105.7879045,"repair","pending","osm"
"xe247_1776744983485_107","Gara Ôtô Phú Quang","","",21.0433522,105.7872205,"repair","pending","osm"
"xe247_1776744983485_108","Gara Ôtô Đức Thắng 79","","120, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435661,105.7880606,"repair","pending","osm"
"xe247_1776744983485_109","Khánh Lốp","","118, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435655,105.7881332,"repair","pending","osm"
"xe247_1776744983485_110","Gara Ô tô Thanh Loan","","92, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435611,105.7886667,"repair","pending","osm"
"xe247_1776744983485_111","Nội thất Ô tô Minh Ngọc","","88, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435605,105.7887379,"repair","pending","osm"
"xe247_1776744983485_112","Ô tô Đức Thịnh","","90, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435592,105.7888151,"repair","pending","osm"
"xe247_1776744983485_113","Dũng - Săm lốp, Ác quy","","92A, Phố Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0435536,105.7888766,"repair","pending","osm"
"xe247_1776744983485_114","Trung Thực Auto","","495, Đường Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",21.045748,105.7818516,"repair","pending","osm"
"xe247_1776744983485_115","Chưa có tên","","497, Đường Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",21.0457928,105.7817751,"repair","pending","osm"
"xe247_1776744983485_116","Việt Nhật Auto","","509, Đường Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",21.045722,105.7815978,"repair","pending","osm"
"xe247_1776744983485_117","Gara Thành","","",21.0423387,105.7821963,"repair","pending","osm"
"xe247_1776744983485_118","Ô tô Cầu Giấy","","",21.0451228,105.7815542,"repair","pending","osm"
"xe247_1776744983485_119","Auto Tuấn","","",21.0450462,105.7815495,"repair","pending","osm"
"xe247_1776744983485_120","Gara Ô tô Thế hệ Mới","","",21.0449699,105.7815456,"repair","pending","osm"
"xe247_1776744983485_121","HNQ Auto","","",21.0441658,105.7814815,"repair","pending","osm"
"xe247_1776744983485_122","Vân Cảnh","","Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",21.0455306,105.7842291,"repair","pending","osm"
"xe247_1776744983485_123","Chưa có tên","","Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",21.0458428,105.7842299,"repair","pending","osm"
"xe247_1776744983485_124","Chưa có tên","","147, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",21.014421,105.8492806,"repair","pending","osm"
"xe247_1776744983485_125","Porsche Centre Hanoi","+842462888911","",21.0492923,105.8842698,"repair","pending","osm"
"xe247_1776744983485_126","Chưa có tên","","",21.0349632,105.7851969,"repair","pending","osm"
"xe247_1776744983485_127","Frontier Motorcycle Rental","","",21.0292363,105.8479444,"repair","pending","osm"
"xe247_1776744983485_128","Sửa xe Ngọc Hậu","","3, Phố Phùng Hưng, Phường Ba Đình, Hà Nội",21.0394842,105.8468566,"repair","pending","osm"
"xe247_1776744983485_129","Tiệm sửa xe","","",21.0329468,105.7879369,"repair","pending","osm"
"xe247_1776744983485_130","Chưa có tên","","18, Phố Cao Bá Quát, Phường Ba Đình, Hà Nội",21.0301427,105.8403472,"repair","pending","osm"
"xe247_1776744983485_131","Trung Spacy","","",21.0297078,105.7933105,"repair","pending","osm"
"xe247_1776744983485_132","Chưa có tên","","",21.0363569,105.7969664,"repair","pending","osm"
"xe247_1776744983485_133","Honda","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1672993,106.0490169,"repair","pending","osm"
"xe247_1776744983485_134","Toyota","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1662037,106.0486111,"repair","pending","osm"
"xe247_1776744983485_135","Hyundai","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1667071,106.051652,"repair","pending","osm"
"xe247_1776744983485_136","VinFast Nam Từ Liêm","","6, Đường Trịnh Văn Bô",21.0373304,105.7484935,"repair","pending","osm"
"xe247_1776744983485_137","Honda","","",21.0587055,105.5751504,"repair","pending","osm"
"xe247_1776744983485_138","Hanoi Motorbike","","",21.0350182,105.8475772,"repair","pending","osm"
"xe247_1776744983485_139","Tiệm Sửa Xe Máy Phương Bình","","282, Đường Nguyễn Gia Thiều, Thành phố Bắc Ninh, Bắc Ninh",21.1810433,106.0657406,"repair","pending","osm"
"xe247_1776744983485_140","Garage Nice Car","","Thành phố Bắc Ninh, Bắc Ninh",21.175549,106.083973,"repair","pending","osm"
"xe247_1776744983485_141","Xe máy Tiếp Bảo","","89, Đường Ngô Gia Tự, Thành phố Bắc Ninh, Bắc Ninh",21.1915018,106.078768,"repair","pending","osm"
"xe247_1776744983485_142","Sửa xe máy","","745, Đường Hồng Hà",21.0293136,105.8578923,"repair","pending","osm"
"xe247_1776744983485_143","Mazda","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1678213,106.0477003,"repair","pending","osm"
"xe247_1776744983485_144","Peugeot","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1679558,106.0475631,"repair","pending","osm"
"xe247_1776744983485_145","BMW","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.168181,106.0475392,"repair","pending","osm"
"xe247_1776744983485_146","Honda","","",21.0299224,105.5173798,"repair","pending","osm"
"xe247_1776744983485_147","Phương Nam","","",20.9389799,106.0041326,"repair","pending","osm"
"xe247_1776744983485_148","BYD Trung Thành Bắc Ninh","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1666842,106.0522147,"repair","pending","osm"
"xe247_1776744983485_149","Vinfast Minh Đạo Bắc Ninh","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1670827,106.053092,"repair","pending","osm"
"xe247_1776744983485_150","Xưởng dịch vụ Xe máy điện VinFast Huy Hiệu 3","","1H, Phố Trần Quang Diệu",21.0170839,105.8254862,"repair","pending","osm"
"xe247_1776744983485_151","Xưởng dịch vụ Xe máy điện VinFast Huy Hiệu 4","","116, Phố Đông Các",21.0196777,105.8268468,"repair","pending","osm"
"xe247_1776744983485_152","Xưởng dịch vụ Xe máy điện VinFast CarOn Mễ Trì","","",20.9978242,105.7867203,"repair","pending","osm"
"xe247_1776744983485_153","Xưởng dịch vụ Xe máy điện VinFast GMS Tân Triều","","",20.9686011,105.7995132,"repair","pending","osm"
"xe247_1776744983485_154","Đỗ Huy Moto","+84983282486","Xã Lạc Đạo",20.9902268,106.0529146,"repair","pending","osm"
"xe247_1776744983485_155","Chưa có tên","","ĐT281, Xã Lạc Đạo",20.9897438,106.0499708,"repair","pending","osm"
"xe247_1776744983485_156","Nội Thất Ô Tô Minh Sáng - ĐỘ XE","+849865501110984665869","ĐT281, Xã Lạc Đạo",20.990141,106.0506782,"repair","pending","osm"
"xe247_1776744983485_157","Minh An","+84978002937","ĐH.15, Xã Lạc Đạo",20.9912942,106.0559961,"repair","pending","osm"
"xe247_1776744983485_158","Duy Anh DETAILING","+849737833330886987777","ĐH.15, Xã Lạc Đạo",20.9912737,106.0561583,"repair","pending","osm"
"xe247_1776744983485_159","Sửa xe 247","","57, Phố Chùa Quỳnh",21.0005383,105.8580815,"repair","pending","osm"
"xe247_1776744983485_160","Sửa xe 247","","116-C1, Phố Lương Định Của",21.0048925,105.8357016,"repair","pending","osm"
"xe247_1776744983485_161","Sửa xe 247","","134, Phố Lê Thanh Nghị",21.0018926,105.8455043,"repair","pending","osm"
"xe247_1776744983485_162","Sửa xe 247","","176, Phố Định Công",20.9832958,105.8358907,"repair","pending","osm"
"xe247_1776744983485_163","Sửa xe 247","","682, Đường Ngọc Lâm",21.0503493,105.8830718,"repair","pending","osm"
"xe247_1776744983485_164","Sửa xe 247","","89, Đường Tân Xuân",21.0806236,105.7849632,"repair","pending","osm"
"xe247_1776744983485_165","Sửa xe 247","","572, Đường Kim Giang",20.9680859,105.8227792,"repair","pending","osm"
"xe247_1776744983485_166","Tiện Sửa Xe Máy Hoàng Đại","+84387747066","ĐT.281, Xã Đại Đồng",20.9966234,106.0577798,"repair","pending","osm"
"xe247_1776744983485_167","Văn Huân Motor","+84964847882","ĐT.281, Xã Đại Đồng",20.9967736,106.057577,"repair","pending","osm"
"xe247_1776744983485_168","Xưởng sửa xe máy Aki Motor Nguyễn Xiển","","Ngõ 286 Nguyễn Xiển",20.9825703,105.8056046,"repair","pending","osm"
"xe247_1776744983485_169","Gara Văn Đông","+84971939391","ĐT.281, Xã Đại Đồng",20.9957447,106.0564443,"repair","pending","osm"
"xe247_1776744983485_170","Văn Dụ Moto","+84962039778","ĐT.281, Xã Đại Đồng",20.9958753,106.0562976,"repair","pending","osm"
"xe247_1776744983485_171","Gara Ôtô Hoàng Linh","","",20.9898559,105.8434815,"repair","pending","osm"
"xe247_1776744983485_172","Trịnh Thuyên Motor","+84966491588","ĐT.281, Xã Đại Đồng",20.9939455,106.054003,"repair","pending","osm"
"xe247_1776744983485_173","Phúc Ánh","","ĐT.281, Xã Lạc Đạo",20.9892371,106.0495037,"repair","pending","osm"
"xe247_1776744983485_174","Gara Xuân Viện","+84397267514","ĐT.281, Xã Lạc Đạo",20.9875512,106.0484312,"repair","pending","osm"
"xe247_1776744983485_175","Minh Phúc","+84981443666","ĐT.385, Xã Lạc Đạo",20.9856933,106.0427599,"repair","pending","osm"
"xe247_1776744983485_176","Xưởng dịch vụ Xe máy điện VinFast CarOn Từ Liêm","","tầng 1, toà CT5B",21.003989,105.778738,"repair","pending","osm"
"xe247_1776744983485_177","Chưa có tên","","",20.942704,105.9575691,"repair","pending","osm"
"xe247_1776744983485_178","NGHUYỄN CƯỜNG MOTOROR","","",20.9443236,105.9569104,"repair","pending","osm"
"xe247_1776744983485_179","Sửa chữa xe máy Thành Cường","","",20.950646,105.9529154,"repair","pending","osm"
"xe247_1776744983485_180","NGUYỄN HÙNG","","",20.9508832,105.9524786,"repair","pending","osm"
"xe247_1776744983485_181","ĐỨC TUYẾN MOTOR","","",20.9517058,105.9514267,"repair","pending","osm"
"xe247_1776744983485_182","Trung tâm kỹ thuật xe máy Thăng Long Motor","","425, Đường Nguyễn Văn Cừ, Thành phố Bắc Ninh, Bắc Ninh",21.1685812,106.0474675,"repair","pending","osm"
"xe247_1776744983485_183","Tân trang xe máy - Nam Duy","","511, Đường Ngô Gia Tự, Thành phố Bắc Ninh, Bắc Ninh",21.1807843,106.0627449,"repair","pending","osm"
"xe247_1776744983485_184","Nissan","","Đường Hoàng Hoa Thám, Thành phố Bắc Ninh, Bắc Ninh",21.1742937,106.0539315,"repair","pending","osm"
"xe247_1776744983485_185","Chưa có tên","","",21.1982077,105.8356079,"repair","pending","osm"
"xe247_1776744983485_186","Chưa có tên","","",21.1562254,105.846566,"repair","pending","osm"
"xe247_1776744983485_187","Chưa có tên","","",21.1210016,105.8453491,"repair","pending","osm"
"xe247_1776744983485_188","Gara ô tô Thanh Vân","","Phố Yên Mẫn, Thành phố Bắc Ninh, Bắc Ninh",21.1882747,106.0597235,"repair","pending","osm"
"xe247_1776744983485_189","Chưa có tên","","",21.0407453,105.8450174,"repair","pending","osm"
"xe247_1776744983485_190","Chưa có tên","","",21.0176538,105.8412191,"repair","pending","osm"
"xe247_1776744983485_191","Chưa có tên","","",21.019862,105.8412578,"repair","pending","osm"
"xe247_1776744983485_192","Chưa có tên","","",21.0229634,105.8415597,"repair","pending","osm"
"xe247_1776744983485_193","Chưa có tên","","",21.0300761,105.8437515,"repair","pending","osm"
"xe247_1776744983485_194","Chưa có tên","","",21.0262328,105.8382435,"repair","pending","osm"
"xe247_1776744983485_195","Chưa có tên","","",21.0596154,105.8963246,"repair","pending","osm"
"xe247_1776744983485_196","Chưa có tên","","34, Phố Lý Nam Đế",21.0329204,105.8444869,"repair","pending","osm"
"xe247_1776744983485_197","Chưa có tên","","",21.0459196,105.8675024,"repair","pending","osm"
"xe247_1776744983485_198","Chưa có tên","","",21.0510357,105.8781725,"repair","pending","osm"
"xe247_1776744983485_199","Chưa có tên","","",21.0518409,105.8778896,"repair","pending","osm"
"xe247_1776744983485_200","Mitsubishi","","9, Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1700175,106.0591428,"repair","pending","osm"
"xe247_1776744983485_201","Mitsubishi","","9, Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1700485,106.0592801,"repair","pending","osm"
"xe247_1776744983485_202","Chưa có tên","","",21.1693521,105.8468434,"repair","pending","osm"
"xe247_1776744983485_203","Chưa có tên","","",21.1984114,105.8247829,"repair","pending","osm"
"xe247_1776744983485_204","Chưa có tên","","",21.1983928,105.8220073,"repair","pending","osm"
"xe247_1776744983485_205","Chưa có tên","","",21.1623101,105.8466332,"repair","pending","osm"
"xe247_1776744983485_206","Chưa có tên","","",21.198394,105.8236274,"repair","pending","osm"
"xe247_1776744983485_207","Chưa có tên","","",21.1982021,105.819824,"repair","pending","osm"
"xe247_1776744983485_208","Chưa có tên","","",21.1997443,105.8121736,"repair","pending","osm"
"xe247_1776744983485_209","Wuling Bắc Ninh","","Đường Nguyễn Văn Cừ, Thành phố Bắc Ninh, Bắc Ninh",21.167464,106.0457013,"repair","pending","osm"
"xe247_1776744983485_210","Việt Hưng Auto","","4, Phố Bồ Sơn, Thành phố Bắc Ninh, Bắc Ninh",21.1659839,106.0571155,"repair","pending","osm"
"xe247_1776744983485_211","Trung tâm đăng kiểm phương tiện GTVT Bắc Ninh - 9901S","","Đường Lý Thường Kiệt, Thành phố Bắc Ninh, Bắc Ninh",21.1940684,106.0804926,"repair","pending","osm"
"xe247_1776744983485_212","Goodyear AutoCare Dũng Tùng","","2, Đường Ngô Gia Tự, Thành phố Bắc Ninh, Bắc Ninh",21.1932644,106.0798134,"repair","pending","osm"
"xe247_1776744983485_213","SRM Bắc Ninh","","Đường Nguyễn Văn Cừ, Thành phố Bắc Ninh, Bắc Ninh",21.167812,106.0460232,"repair","pending","osm"
